Farm_ID,Farmer_ID,Farm_Location,Farm_Size,Irrigation_Type,Crop_Type,Has_IoT_Sensors,Soil_Quality,Access_to_Market,Pest_Incidence,Weather_Anomalies,Proximity_to_Roads
FARM_721015,FARMER_817,Oyo,1.64,None,Mixed Farming,False,Fair,Poor,Low,Frequent,Far
FARM_063c0a,FARMER_818,Katsina,1.65,Drip,Crop Farming,False,Fair,Poor,High,Frequent,Close
FARM_bb42a9,FARMER_819,Zamfara,2.49,Sprinkler,Crop Farming,True,Good,Good,High,Rare,Far
FARM_8c9e73,FARMER_820,Niger,4.58,Drip,Crop Farming,False,Good,Poor,Low,Frequent,Close
FARM_4c27fe,FARMER_821,Benue,1.82,None,Crop Farming,True,Poor,Good,Low,Rare,Close
FARM_983f30,FARMER_822,Katsina,2.66,Drip,Mixed Farming,False,Fair,Good,Low,Rare,Far
FARM_b64fca,FARMER_823,Osun,2.25,Drip,Crop Farming,False,Poor,Good,Moderate,Frequent,Close
FARM_85e063,FARMER_824,Niger,4.15,Manual,Livestock Farming,True,Fair,Poor,Moderate,Frequent,Far
FARM_70a2b3,FARMER_825,Ebonyi,1.2,Sprinkler,Mixed Farming,False,Good,Good,Moderate,None,Close
FARM_8e790d,FARMER_826,Bauchi,1.79,Manual,Livestock Farming,False,Poor,Good,Moderate,Rare,Close
FARM_b93f6a,FARMER_827,Oyo,1.84,Manual,Crop Farming,False,Fair,Good,Moderate,Frequent,Far
FARM_9ead17,FARMER_828,Kano,4.97,Drip,Mixed Farming,False,Fair,Good,Moderate,Rare,Close
FARM_0a667f,FARMER_829,Oyo,3.28,Sprinkler,Livestock Farming,False,Fair,Good,High,None,Close
FARM_7e50d8,FARMER_830,Osun,1.56,None,Livestock Farming,True,Poor,Good,High,None,Close
FARM_01523b,FARMER_831,Taraba,2.09,Sprinkler,Mixed Farming,False,Good,Poor,High,None,Far
FARM_1d5119,FARMER_832,Ondo,1.67,Manual,Mixed Farming,True,Fair,Poor,High,None,Far
FARM_0c5079,FARMER_833,Plateau,1.5,Drip,Crop Farming,True,Poor,Poor,High,None,Close
FARM_670ebf,FARMER_834,Sokoto,4.19,None,Mixed Farming,True,Fair,Poor,High,None,Far
FARM_b0a0e6,FARMER_835,Bauchi,2.98,Manual,Crop Farming,False,Poor,Good,Moderate,None,Far
FARM_01b273,FARMER_836,Benue,3.52,Drip,Crop Farming,True,Good,Poor,High,None,Far
FARM_c17fed,FARMER_837,Taraba,2.33,Manual,Mixed Farming,False,Fair,Poor,Low,Rare,Close
FARM_98557a,FARMER_838,Oyo,3.21,Drip,Mixed Farming,False,Poor,Poor,High,Frequent,Far
FARM_1c4223,FARMER_839,Oyo,2.03,Sprinkler,Crop Farming,True,Fair,Good,Low,Rare,Close
FARM_1bf89e,FARMER_840,Bauchi,2.23,Manual,Mixed Farming,False,Poor,Good,Low,Rare,Far
FARM_2d9cf6,FARMER_841,Plateau,3.61,Sprinkler,Mixed Farming,False,Good,Good,High,Frequent,Close
FARM_9d7732,FARMER_842,Oyo,1.6,Sprinkler,Livestock Farming,False,Good,Poor,Moderate,Frequent,Close
FARM_8c6263,FARMER_843,Kebbi,3.47,Drip,Livestock Farming,True,Poor,Good,Moderate,None,Close
FARM_b9129a,FARMER_844,Cross River,4.41,None,Mixed Farming,False,Good,Good,Low,Frequent,Close
FARM_102fdd,FARMER_845,Kebbi,1.48,Sprinkler,Crop Farming,False,Fair,Good,Moderate,Rare,Far
FARM_f930f1,FARMER_846,Plateau,4.59,Manual,Livestock Farming,False,Good,Poor,Low,None,Far
FARM_5ef905,FARMER_847,Plateau,1.32,Manual,Livestock Farming,False,Fair,Good,Moderate,Rare,Far
FARM_955393,FARMER_848,Oyo,2.4,Drip,Mixed Farming,False,Good,Poor,Moderate,Frequent,Far
FARM_5550bd,FARMER_849,Cross River,3.44,Sprinkler,Crop Farming,True,Good,Poor,Moderate,Rare,Far
FARM_90eb3c,FARMER_850,Niger,3.24,None,Crop Farming,True,Fair,Good,Moderate,Rare,Close
FARM_2e414b,FARMER_851,Niger,1.39,None,Mixed Farming,True,Good,Good,High,None,Close
FARM_782ca9,FARMER_852,Niger,4.2,Manual,Crop Farming,False,Fair,Good,High,None,Far
FARM_a35884,FARMER_853,Ebonyi,4.89,Drip,Livestock Farming,False,Fair,Good,High,Rare,Far
FARM_50e0bf,FARMER_854,Niger,1.72,Sprinkler,Livestock Farming,True,Good,Poor,Low,Frequent,Far
FARM_f42071,FARMER_855,Sokoto,4.58,Manual,Mixed Farming,False,Good,Poor,High,None,Close
FARM_a922c9,FARMER_856,Kebbi,3.23,Drip,Livestock Farming,True,Fair,Poor,High,Rare,Close
FARM_4e07f3,FARMER_857,Kebbi,4.74,None,Livestock Farming,False,Poor,Poor,High,None,Close
FARM_c02c69,FARMER_858,Taraba,1.7,Manual,Livestock Farming,False,Good,Good,Moderate,None,Far
FARM_4da0d2,FARMER_859,Plateau,4.17,Drip,Crop Farming,False,Good,Poor,Moderate,Frequent,Close
FARM_b9b33a,FARMER_860,Bauchi,1.24,None,Crop Farming,True,Poor,Poor,Moderate,Rare,Far
FARM_c54730,FARMER_861,Bauchi,4.53,Drip,Livestock Farming,False,Poor,Good,Moderate,Rare,Far
FARM_73b61b,FARMER_862,Katsina,3.7,Manual,Livestock Farming,False,Good,Poor,Moderate,Rare,Close
FARM_62b112,FARMER_863,Sokoto,2.48,Sprinkler,Mixed Farming,False,Good,Good,High,Rare,Far
FARM_2a19c3,FARMER_864,Cross River,1.76,Drip,Mixed Farming,False,Good,Good,High,Rare,Far
FARM_7ec564,FARMER_865,Cross River,4.27,Sprinkler,Crop Farming,False,Poor,Good,Moderate,None,Close
FARM_6e0c66,FARMER_866,Ebonyi,3.41,Manual,Crop Farming,False,Good,Poor,Moderate,None,Close
FARM_931c6e,FARMER_867,Sokoto,2.44,None,Livestock Farming,False,Poor,Good,High,None,Far
FARM_ce82ae,FARMER_868,Kebbi,2.78,Drip,Livestock Farming,True,Poor,Good,High,None,Far
FARM_85f798,FARMER_869,Kaduna,4.31,None,Crop Farming,False,Fair,Good,Moderate,Frequent,Far
FARM_051f7d,FARMER_870,Oyo,2.36,Sprinkler,Livestock Farming,False,Poor,Poor,Low,Frequent,Far
FARM_58af4d,FARMER_871,Plateau,1.36,Sprinkler,Livestock Farming,False,Fair,Poor,Moderate,Rare,Far
FARM_c9e4cb,FARMER_872,Ondo,4.65,None,Crop Farming,True,Poor,Good,High,Frequent,Far
FARM_174622,FARMER_873,Cross River,2.55,Manual,Crop Farming,False,Poor,Poor,Low,None,Far
FARM_61efaa,FARMER_874,Ondo,2.39,Sprinkler,Livestock Farming,True,Fair,Poor,Moderate,None,Far
FARM_06b3f3,FARMER_875,Kebbi,1.82,Manual,Mixed Farming,False,Fair,Poor,High,None,Far
FARM_a1da34,FARMER_876,Kebbi,4.59,None,Crop Farming,True,Fair,Poor,High,None,Close
FARM_304276,FARMER_877,Ondo,1.87,Manual,Crop Farming,False,Fair,Poor,High,None,Far
FARM_ba78eb,FARMER_878,Taraba,3.55,Sprinkler,Crop Farming,True,Fair,Good,Moderate,Rare,Close
FARM_b41ada,FARMER_879,Taraba,4.52,None,Mixed Farming,False,Fair,Poor,Moderate,Rare,Far
FARM_2e580c,FARMER_880,Ondo,1.14,Manual,Mixed Farming,True,Fair,Poor,Low,None,Close
FARM_05099c,FARMER_881,Cross River,4.32,Manual,Mixed Farming,False,Poor,Poor,High,Rare,Close
FARM_c9f99b,FARMER_882,Katsina,2.64,Drip,Crop Farming,False,Poor,Poor,High,Frequent,Far
FARM_8329cd,FARMER_883,Cross River,3.63,Sprinkler,Livestock Farming,False,Fair,Good,Low,Frequent,Close
FARM_6674f2,FARMER_884,Bauchi,2.49,Drip,Crop Farming,True,Good,Good,Moderate,None,Close
FARM_281970,FARMER_885,Bauchi,3.78,Manual,Crop Farming,True,Fair,Poor,High,Rare,Close
FARM_7a7435,FARMER_886,Osun,2.02,Sprinkler,Mixed Farming,True,Good,Good,Low,None,Close
FARM_c5d5e0,FARMER_887,Ebonyi,1.09,None,Crop Farming,False,Poor,Poor,High,Rare,Far
FARM_a55220,FARMER_888,Kano,4.79,None,Mixed Farming,False,Poor,Poor,Moderate,None,Close
FARM_46dd3a,FARMER_889,Ebonyi,1.07,None,Mixed Farming,True,Good,Good,Moderate,None,Far
FARM_19de7b,FARMER_890,Oyo,4.3,Manual,Crop Farming,False,Poor,Good,Low,None,Close
FARM_cbc258,FARMER_891,Osun,1.68,Manual,Livestock Farming,True,Fair,Poor,Low,Frequent,Close
FARM_7a70e7,FARMER_892,Niger,2.57,None,Mixed Farming,False,Good,Poor,High,Rare,Far
FARM_0762c8,FARMER_893,Taraba,4.29,Drip,Mixed Farming,False,Good,Good,Moderate,Rare,Close
FARM_5f0c70,FARMER_894,Bauchi,1.82,Drip,Mixed Farming,True,Poor,Poor,Moderate,Frequent,Far
FARM_adcec9,FARMER_895,Osun,4.46,Sprinkler,Mixed Farming,False,Good,Poor,Low,Frequent,Far
FARM_3987f5,FARMER_896,Bauchi,2.99,Sprinkler,Mixed Farming,False,Good,Good,Low,Rare,Far
FARM_46ffd6,FARMER_897,Zamfara,2.46,None,Livestock Farming,False,Good,Good,High,Rare,Close
FARM_a509b0,FARMER_898,Kaduna,3.65,Manual,Livestock Farming,False,Poor,Good,Moderate,None,Close
FARM_6fb0d3,FARMER_899,Katsina,2.37,Manual,Mixed Farming,False,Good,Poor,High,None,Far
FARM_a32a29,FARMER_900,Sokoto,2.39,Sprinkler,Crop Farming,True,Good,Poor,High,Rare,Far
FARM_45f92b,FARMER_901,Niger,3.93,None,Crop Farming,False,Fair,Good,Low,Rare,Close
FARM_11e861,FARMER_902,Kaduna,2.24,Sprinkler,Livestock Farming,False,Fair,Good,Moderate,None,Close
FARM_540b3a,FARMER_903,Osun,1.8,Drip,Mixed Farming,False,Good,Poor,Low,Frequent,Far
FARM_04aae7,FARMER_904,Bauchi,4.23,None,Livestock Farming,False,Poor,Poor,High,Rare,Close
FARM_8dfbbb,FARMER_905,Benue,4.22,None,Crop Farming,False,Good,Poor,High,Rare,Far
FARM_5139d6,FARMER_906,Osun,2.99,None,Mixed Farming,False,Poor,Good,Moderate,Frequent,Close
FARM_436586,FARMER_907,Taraba,3.11,Drip,Crop Farming,False,Fair,Good,Moderate,Frequent,Far
FARM_48a80d,FARMER_908,Kano,3.78,None,Livestock Farming,False,Fair,Poor,Moderate,Frequent,Close
FARM_f8d5b7,FARMER_909,Benue,3.04,Sprinkler,Mixed Farming,False,Good,Poor,Moderate,Rare,Close
FARM_27630f,FARMER_910,Sokoto,2.67,Drip,Livestock Farming,False,Poor,Poor,Low,Rare,Close
FARM_d6e304,FARMER_911,Sokoto,4.98,Manual,Crop Farming,True,Poor,Poor,Low,Rare,Close
FARM_11fb8d,FARMER_912,Sokoto,1.59,Sprinkler,Mixed Farming,True,Poor,Good,Low,None,Far
FARM_67d047,FARMER_913,Oyo,3.37,Sprinkler,Mixed Farming,False,Good,Good,Low,Frequent,Close
FARM_47ac57,FARMER_914,Niger,4.54,Sprinkler,Mixed Farming,False,Poor,Good,High,Frequent,Far
FARM_a7c965,FARMER_915,Bauchi,3.75,Drip,Crop Farming,False,Fair,Good,Low,None,Far
FARM_32a64c,FARMER_916,Taraba,4.52,Sprinkler,Mixed Farming,False,Poor,Good,Low,None,Far
FARM_48d511,FARMER_917,Kaduna,2.35,Drip,Livestock Farming,False,Poor,Poor,Moderate,None,Close
FARM_f33d4f,FARMER_918,Oyo,2.09,None,Livestock Farming,True,Good,Good,High,None,Far
FARM_0cf415,FARMER_919,Kaduna,4.41,Manual,Crop Farming,False,Good,Good,Low,Frequent,Far
FARM_ca04e4,FARMER_920,Kano,2.58,None,Livestock Farming,True,Good,Good,High,None,Far
FARM_d7274d,FARMER_921,Sokoto,3.84,Sprinkler,Mixed Farming,False,Good,Poor,High,None,Far
FARM_931eb0,FARMER_922,Ebonyi,1.59,Drip,Crop Farming,False,Good,Poor,High,Frequent,Far
FARM_328056,FARMER_923,Katsina,4.02,Drip,Mixed Farming,True,Poor,Good,High,Frequent,Close
FARM_384d35,FARMER_924,Katsina,3.2,None,Mixed Farming,True,Poor,Good,Moderate,Frequent,Close
FARM_a7042f,FARMER_925,Bauchi,2.07,Sprinkler,Livestock Farming,True,Good,Good,Moderate,Frequent,Close
FARM_8b8b1c,FARMER_926,Katsina,2.98,Manual,Crop Farming,False,Good,Good,High,Rare,Close
FARM_a59a52,FARMER_927,Benue,3.79,Drip,Crop Farming,True,Poor,Poor,High,Rare,Close
FARM_ec8dc3,FARMER_928,Ebonyi,1.05,Drip,Mixed Farming,False,Good,Good,High,Rare,Close
FARM_61fc75,FARMER_929,Katsina,3.55,Sprinkler,Livestock Farming,False,Fair,Good,Moderate,Rare,Far
FARM_4a8c10,FARMER_930,Ebonyi,3.17,Drip,Mixed Farming,True,Poor,Good,Moderate,Frequent,Far
FARM_b1facc,FARMER_931,Cross River,1.88,Sprinkler,Livestock Farming,False,Fair,Good,High,Rare,Far
FARM_94131e,FARMER_932,Katsina,4.01,Sprinkler,Crop Farming,False,Poor,Poor,High,None,Close
FARM_eb86b4,FARMER_933,Katsina,2.21,Manual,Livestock Farming,True,Poor,Good,High,None,Far
FARM_2a8843,FARMER_934,Oyo,2.11,Sprinkler,Crop Farming,False,Poor,Good,High,None,Far
FARM_cec254,FARMER_935,Kebbi,2.88,None,Crop Farming,True,Poor,Good,Moderate,Rare,Close
FARM_664c70,FARMER_936,Osun,3.7,Manual,Crop Farming,True,Poor,Good,Low,Rare,Close
FARM_d223e6,FARMER_937,Kebbi,4.72,Sprinkler,Crop Farming,False,Poor,Good,Low,None,Close
FARM_adb09b,FARMER_938,Oyo,1.57,Sprinkler,Crop Farming,True,Poor,Poor,Moderate,Rare,Close
FARM_c8b0fd,FARMER_939,Sokoto,2.59,Manual,Mixed Farming,True,Good,Poor,Moderate,Frequent,Close
FARM_108328,FARMER_940,Ondo,1.27,Drip,Crop Farming,True,Good,Good,Low,Rare,Far
FARM_88a955,FARMER_941,Kano,4.03,Manual,Livestock Farming,False,Good,Poor,Low,None,Far
FARM_8053d9,FARMER_942,Ebonyi,2.79,Drip,Mixed Farming,True,Fair,Good,Low,None,Close
FARM_342935,FARMER_943,Oyo,3.83,Manual,Livestock Farming,False,Poor,Good,High,Rare,Close
FARM_c8e4d8,FARMER_944,Osun,2.29,Manual,Livestock Farming,False,Good,Good,Low,Rare,Close
FARM_437dfe,FARMER_945,Kano,4.38,None,Livestock Farming,True,Good,Good,Low,None,Close
FARM_9e845d,FARMER_946,Kano,3.14,Manual,Crop Farming,True,Good,Good,High,None,Close
FARM_33db93,FARMER_947,Bauchi,4.77,None,Crop Farming,True,Poor,Good,High,Rare,Far
FARM_9d758c,FARMER_948,Ebonyi,1.32,Sprinkler,Mixed Farming,True,Poor,Poor,Moderate,Rare,Far
FARM_283e65,FARMER_949,Osun,3.06,Drip,Livestock Farming,True,Fair,Good,High,None,Close
FARM_6a987e,FARMER_950,Ondo,4.07,Drip,Crop Farming,True,Fair,Poor,Low,None,Close
FARM_1d6b03,FARMER_951,Osun,3.4,None,Mixed Farming,True,Poor,Poor,High,None,Close
FARM_debc43,FARMER_952,Oyo,1.09,Drip,Crop Farming,True,Fair,Poor,Moderate,None,Close
FARM_90963e,FARMER_953,Oyo,4.89,Drip,Mixed Farming,False,Good,Good,Low,None,Far
FARM_c3ae0f,FARMER_954,Taraba,2.19,Manual,Livestock Farming,True,Fair,Good,Moderate,None,Close
FARM_17b168,FARMER_955,Kaduna,2.0,None,Crop Farming,False,Good,Good,Moderate,None,Close
FARM_db2f93,FARMER_956,Ondo,2.94,Drip,Mixed Farming,True,Fair,Good,Moderate,Rare,Close
FARM_c90f0a,FARMER_957,Ondo,3.17,Sprinkler,Livestock Farming,False,Good,Good,High,Frequent,Far
FARM_3097c1,FARMER_958,Oyo,4.07,None,Mixed Farming,False,Fair,Poor,High,Frequent,Far
FARM_eb11fb,FARMER_959,Kebbi,2.57,Manual,Crop Farming,True,Fair,Poor,Moderate,Rare,Close
FARM_25f208,FARMER_960,Osun,2.76,Sprinkler,Livestock Farming,False,Poor,Good,Moderate,Frequent,Close
FARM_2fea6b,FARMER_961,Cross River,3.14,Drip,Livestock Farming,False,Poor,Poor,Moderate,Rare,Far
FARM_130475,FARMER_962,Niger,2.58,Drip,Mixed Farming,False,Good,Poor,Moderate,Rare,Close
FARM_07d8e0,FARMER_963,Zamfara,4.66,None,Crop Farming,False,Poor,Good,High,Rare,Far
FARM_b91528,FARMER_964,Plateau,4.41,Drip,Mixed Farming,True,Good,Good,High,Rare,Close
FARM_f50c39,FARMER_965,Zamfara,2.82,None,Crop Farming,False,Poor,Good,Moderate,Frequent,Far
FARM_804f8d,FARMER_966,Zamfara,1.0,Drip,Crop Farming,False,Poor,Poor,High,Rare,Far
FARM_73b9ea,FARMER_967,Ondo,4.6,Sprinkler,Mixed Farming,True,Good,Poor,Low,None,Close
FARM_1d35d1,FARMER_968,Katsina,1.5,Manual,Mixed Farming,False,Fair,Poor,High,Rare,Close
FARM_f12e0f,FARMER_969,Kebbi,1.98,Sprinkler,Livestock Farming,False,Good,Poor,Moderate,Frequent,Far
FARM_f00fb5,FARMER_970,Osun,1.61,Manual,Crop Farming,True,Good,Poor,High,Frequent,Close
FARM_9756a9,FARMER_971,Benue,1.72,None,Crop Farming,False,Good,Poor,Low,Frequent,Close
FARM_f04f3f,FARMER_972,Kaduna,4.21,Drip,Mixed Farming,False,Poor,Poor,Low,Frequent,Close
FARM_f56943,FARMER_973,Taraba,3.32,Sprinkler,Crop Farming,False,Poor,Good,High,None,Close
FARM_db1fa8,FARMER_974,Cross River,4.82,Drip,Crop Farming,False,Poor,Poor,Low,Rare,Far
FARM_a7d249,FARMER_975,Osun,1.93,None,Mixed Farming,False,Good,Good,Low,None,Far
FARM_81f70d,FARMER_976,Kebbi,2.94,Manual,Mixed Farming,False,Fair,Good,High,Rare,Far
FARM_39a750,FARMER_977,Niger,4.91,Sprinkler,Mixed Farming,False,Fair,Poor,High,Rare,Close
FARM_ec6d56,FARMER_978,Kebbi,4.31,Manual,Mixed Farming,False,Good,Poor,High,None,Close
FARM_0bf835,FARMER_979,Taraba,3.91,Manual,Livestock Farming,True,Good,Good,Moderate,None,Close
FARM_dc5da0,FARMER_980,Kaduna,1.76,None,Mixed Farming,True,Fair,Poor,Moderate,Frequent,Close
FARM_ad95d0,FARMER_981,Niger,4.08,Manual,Mixed Farming,False,Poor,Good,Low,Rare,Far
FARM_93a533,FARMER_982,Sokoto,2.39,None,Mixed Farming,False,Good,Poor,Low,Rare,Close
FARM_cd2284,FARMER_983,Niger,3.12,Manual,Mixed Farming,False,Fair,Poor,High,Rare,Far
FARM_2adab7,FARMER_984,Cross River,3.44,Manual,Mixed Farming,False,Fair,Good,Low,Rare,Close
FARM_2383b3,FARMER_985,Taraba,3.44,Sprinkler,Crop Farming,False,Fair,Good,High,Rare,Far
FARM_771391,FARMER_986,Ondo,3.91,None,Livestock Farming,False,Poor,Good,Moderate,Rare,Close
FARM_1524c0,FARMER_987,Benue,3.65,Drip,Crop Farming,False,Fair,Good,High,Frequent,Far
FARM_5b46b4,FARMER_988,Kaduna,1.27,Drip,Livestock Farming,False,Fair,Poor,Low,Rare,Close
FARM_efdbc8,FARMER_989,Oyo,2.83,Drip,Livestock Farming,False,Fair,Good,High,Frequent,Far
FARM_84a57f,FARMER_990,Ondo,3.66,Sprinkler,Mixed Farming,False,Good,Good,High,Rare,Close
FARM_be00b1,FARMER_991,Benue,2.18,Sprinkler,Crop Farming,True,Good,Good,High,Rare,Close
FARM_0e63d3,FARMER_992,Kano,2.25,Manual,Mixed Farming,False,Good,Poor,Low,None,Close
FARM_53e60e,FARMER_993,Ondo,1.5,Manual,Mixed Farming,True,Fair,Poor,High,Rare,Close
FARM_6f4bde,FARMER_994,Ebonyi,2.67,Drip,Mixed Farming,False,Fair,Good,High,None,Far
FARM_f33097,FARMER_995,Bauchi,4.95,Manual,Mixed Farming,False,Poor,Poor,Low,None,Far
FARM_264c8a,FARMER_996,Taraba,2.14,Manual,Crop Farming,True,Fair,Good,Moderate,None,Far
FARM_a81985,FARMER_997,Ondo,3.13,Sprinkler,Crop Farming,False,Poor,Poor,Moderate,Frequent,Close
FARM_d51d83,FARMER_998,Katsina,3.97,Drip,Mixed Farming,False,Fair,Good,Low,None,Close
FARM_e64135,FARMER_999,Kaduna,1.05,None,Livestock Farming,False,Poor,Good,Moderate,None,Close
FARM_7fe9a5,FARMER_1000,Taraba,4.6,Drip,Mixed Farming,True,Good,Poor,High,None,Close
FARM_536662,FARMER_1001,Sokoto,2.55,Sprinkler,Crop Farming,False,Fair,Good,Low,Rare,Far
FARM_3d8714,FARMER_1002,Niger,4.48,Drip,Livestock Farming,False,Poor,Good,High,Frequent,Far
FARM_2b2dc0,FARMER_1003,Ondo,1.16,None,Livestock Farming,False,Good,Good,High,Frequent,Far
FARM_0527d8,FARMER_1004,Kaduna,1.58,Manual,Livestock Farming,False,Good,Poor,Low,Frequent,Far
FARM_c3a1a5,FARMER_1005,Cross River,2.29,Drip,Crop Farming,False,Fair,Poor,High,Frequent,Far
FARM_6c91dc,FARMER_1006,Kaduna,2.38,Sprinkler,Crop Farming,False,Poor,Good,Low,Rare,Close
FARM_ad086c,FARMER_1007,Kaduna,4.39,Sprinkler,Mixed Farming,True,Poor,Good,High,None,Far
FARM_14cf49,FARMER_1008,Ebonyi,1.04,Drip,Livestock Farming,False,Poor,Good,Moderate,Rare,Far
FARM_fbf076,FARMER_1009,Sokoto,3.56,Manual,Crop Farming,False,Good,Poor,High,Frequent,Far
FARM_2a0f6c,FARMER_1010,Sokoto,1.53,Manual,Livestock Farming,False,Poor,Good,High,Rare,Far
FARM_f9b91a,FARMER_1011,Taraba,4.29,Sprinkler,Mixed Farming,False,Good,Good,Low,Rare,Close
FARM_171eff,FARMER_1012,Cross River,4.11,Sprinkler,Mixed Farming,True,Poor,Good,Moderate,Frequent,Close
FARM_6beaac,FARMER_1013,Ondo,3.0,None,Crop Farming,True,Good,Poor,High,None,Close
FARM_24ac8b,FARMER_1014,Oyo,1.85,Manual,Livestock Farming,False,Fair,Good,High,Rare,Far
FARM_16b887,FARMER_1015,Sokoto,3.54,Drip,Livestock Farming,True,Good,Poor,Moderate,Frequent,Far
FARM_62820a,FARMER_1016,Ondo,1.63,Sprinkler,Mixed Farming,True,Poor,Good,Moderate,Rare,Far
FARM_f2a611,FARMER_1017,Oyo,1.76,Sprinkler,Crop Farming,False,Good,Good,Moderate,Rare,Close
FARM_1384de,FARMER_1018,Kaduna,3.51,Sprinkler,Mixed Farming,True,Poor,Good,Moderate,Rare,Close
FARM_cc00bc,FARMER_1019,Taraba,4.96,Sprinkler,Livestock Farming,False,Fair,Poor,Moderate,None,Close
FARM_a5579c,FARMER_1020,Ondo,4.56,Manual,Livestock Farming,False,Good,Good,High,Rare,Far
FARM_0e2be5,FARMER_1021,Bauchi,3.37,Sprinkler,Crop Farming,False,Fair,Good,Moderate,Rare,Close
FARM_f2853a,FARMER_1022,Osun,3.15,Manual,Crop Farming,True,Good,Good,Moderate,None,Close
FARM_636166,FARMER_1023,Niger,4.99,None,Livestock Farming,True,Good,Poor,High,Rare,Close
FARM_774f2d,FARMER_1024,Plateau,3.19,None,Livestock Farming,False,Fair,Good,Low,Rare,Far
FARM_6fc9ac,FARMER_1025,Niger,2.68,Drip,Livestock Farming,False,Fair,Good,High,None,Far
FARM_62976b,FARMER_1026,Zamfara,4.64,Sprinkler,Mixed Farming,True,Good,Good,Low,Frequent,Close
FARM_59889d,FARMER_1027,Kebbi,1.94,Drip,Livestock Farming,False,Good,Poor,Moderate,Rare,Close
FARM_d51d36,FARMER_1028,Plateau,1.39,Manual,Mixed Farming,False,Good,Poor,Low,Frequent,Close
FARM_3b8ad3,FARMER_1029,Kaduna,3.54,Drip,Mixed Farming,True,Fair,Poor,High,Frequent,Close
FARM_3a7586,FARMER_1030,Kebbi,1.38,Drip,Livestock Farming,False,Poor,Poor,Low,Frequent,Far
FARM_7cbb91,FARMER_1031,Niger,2.49,Sprinkler,Crop Farming,False,Fair,Poor,Low,None,Far
FARM_02275f,FARMER_1032,Bauchi,2.69,Manual,Crop Farming,True,Good,Good,Low,None,Close
FARM_f3c056,FARMER_1033,Kebbi,3.19,Manual,Crop Farming,False,Good,Poor,Moderate,Rare,Close
FARM_d9e38e,FARMER_1034,Katsina,4.97,Sprinkler,Livestock Farming,False,Fair,Poor,High,Frequent,Close
FARM_df1618,FARMER_1035,Benue,1.88,Manual,Mixed Farming,True,Good,Poor,Low,None,Close
FARM_2945ed,FARMER_1036,Cross River,2.5,None,Livestock Farming,True,Good,Poor,Moderate,None,Close
FARM_4ecd31,FARMER_1037,Ondo,1.53,Sprinkler,Mixed Farming,False,Good,Poor,High,Frequent,Far
FARM_442a0b,FARMER_1038,Ebonyi,3.43,Sprinkler,Livestock Farming,True,Good,Poor,High,None,Far
FARM_c37704,FARMER_1039,Ebonyi,3.91,Sprinkler,Livestock Farming,False,Good,Good,High,Frequent,Far
FARM_530fc0,FARMER_1040,Katsina,2.93,None,Livestock Farming,False,Poor,Good,High,None,Close
FARM_70bb08,FARMER_1041,Bauchi,1.98,Manual,Livestock Farming,True,Fair,Poor,Moderate,Frequent,Close
FARM_4f5536,FARMER_1042,Zamfara,3.48,None,Mixed Farming,False,Fair,Poor,High,None,Far
FARM_c6826d,FARMER_1043,Taraba,3.16,None,Crop Farming,True,Fair,Poor,Low,None,Close
FARM_ee280d,FARMER_1044,Cross River,1.68,None,Crop Farming,True,Poor,Poor,High,None,Far
FARM_f369e4,FARMER_1045,Plateau,2.62,Drip,Crop Farming,False,Poor,Good,High,None,Close
FARM_ece94c,FARMER_1046,Taraba,2.74,Manual,Livestock Farming,True,Fair,Poor,Moderate,Frequent,Far
FARM_d2a6df,FARMER_1047,Bauchi,4.93,Manual,Mixed Farming,False,Fair,Good,Low,Rare,Far
FARM_ca10fd,FARMER_1048,Cross River,4.4,Sprinkler,Livestock Farming,False,Fair,Good,Low,Rare,Close
FARM_e9e9f9,FARMER_1049,Zamfara,3.94,Sprinkler,Crop Farming,True,Good,Good,Moderate,None,Close
FARM_737a17,FARMER_1050,Oyo,4.56,Drip,Crop Farming,False,Poor,Good,Moderate,Rare,Close
FARM_017de2,FARMER_1051,Kebbi,3.94,None,Crop Farming,True,Poor,Poor,Low,None,Far
FARM_6c481d,FARMER_1052,Bauchi,4.61,Sprinkler,Crop Farming,False,Good,Good,Low,Rare,Far
FARM_bbaf87,FARMER_1053,Kebbi,1.22,Manual,Livestock Farming,True,Poor,Poor,High,None,Close
FARM_f6d1dd,FARMER_1054,Osun,2.82,Sprinkler,Livestock Farming,True,Fair,Poor,Moderate,Rare,Far
FARM_7c0166,FARMER_1055,Kano,3.99,None,Mixed Farming,False,Poor,Good,Low,Rare,Far
FARM_34acca,FARMER_1056,Ondo,3.33,Drip,Livestock Farming,False,Good,Good,Low,None,Far
FARM_8111d3,FARMER_1057,Ondo,1.7,None,Mixed Farming,True,Fair,Good,Moderate,Rare,Close
FARM_424700,FARMER_1058,Ondo,2.36,Sprinkler,Mixed Farming,False,Poor,Poor,Moderate,None,Far
FARM_345878,FARMER_1059,Sokoto,2.27,Drip,Mixed Farming,True,Fair,Good,Low,Rare,Close
FARM_c71475,FARMER_1060,Cross River,2.05,Drip,Livestock Farming,False,Poor,Poor,Moderate,Frequent,Close
FARM_634109,FARMER_1061,Katsina,2.37,None,Livestock Farming,True,Fair,Poor,Low,Frequent,Far
